199211031559, 61, 44, 31,131,
199211031801, 74, 60, 50,127,m
199211031831, 69, 55, 50,136,
199211031901, 93, 81, 56,174,
199211031930, 81, 50, 42,131,
199211032000, 62, 43, 30,110,
199211032030, 70, 58, 39,133,
199211032100, 80, 61, 56,138,m
199211032147, 94, 86, 69,150,
199211032217, 76, 63, 49,163,
199211032247, 70, 47, 40,141,
199211032317, 58, 40, 31,119,
199211032348, 88, 67, 50,144,
199211040017, 74, 51, 43,141,m
199211040047, 57, 40, 27,119,
199211040117, 57, 49, 44,127,
199211040146, 77, 54, 42,117,
199211040217, 64, 57, 46,122,
199211040318, 80, 73, 68,150,
199211040346, 62, 40, 33,120,m
199211040416, 70, 49, 37,119,
199211040446, 79, 57, 48,129,
199211040516, 60, 39, 30,125,
199211040546, 57, 44, 37,119,
199211040616, 76, 66, 56,138,m
199211040652, 66, 54, 41,136,
199211040722, 65, 52, 44,163,
199211040753, 55, 52, 47,120,
199211040822, 75, 52, 47,120,
199211040852, 62, 52, 39,108,
199211040922, 56, 43, 31,108,
199211040951, 72, 55, 38,110,m
199211041022, 88, 67, 50,129,
199211041051, 59, 40, 28,131,
199211041122, 73, 54, 45,156,
199211041151, 78, 66, 48,153,m
199211041223, 70, 49, 38,127,
199211041253, 77, 54, 38,122,
199211041323, 75, 61, 50,153,
199211041353, 70, 49, 36,133,
199211041423, 65, 43, 29,125,
199211041523, 84, 53, 46,136,m
199211041554, 91, 85, 66, 62,
199211041631, 66, 45, 37,131,
199211041701, 61, 44, 30,127,
199211041731, 63, 44, 31,136,
199211041800, 57, 41, 28,125,
199211041831, 86, 66, 54,144,m
199211041912, 68, 46, 36,129,
199211042001, 69, 53, 46,131,
199211042031, 71, 48, 37,129,
199211042101, 85, 48, 41,122,
199211042143, 68, 50, 42,113,
199211042213, 70, 48, 36,127,
199211042243, 59, 38, 27,127,
199211042314, 78, 59, 54,136,
199211042343, 62, 46, 35,133,
199211050013, 84, 64, 52,141,m
199211050043, 71, 52, 44,138,
199211050113, 87, 59, 44,136,
199211050143, 73, 54, 39,120,
199211050213, 57, 48, 35,117,
199211050243, 66, 44, 38,125,
199211050312, 74, 63, 54,150,m
